,answerEntityId,description
36938,Q45875,series of epic fantasy novels by George R. R. Martin
36939,Q1764445,2005 novel by George R. R. Martin
36940,Q23925054,2016 film by Pat Williams
36941,Q24679822,2017 video game
36942,Q13426706,2013 video game
36943,Q2055688,2011 video game
36944,Q63195590,2010 video game
36945,Q1900280,2010 video game
36946,Q8577,"Games of the XXX Olympiad, in London, United Kingdom"
36947,Q1990,year
36948,Q8567,"Games of the XXIX Olympiad, in Beijing, China"
36949,Q8544,"Games of the XXVII Olympiad, in Sydney, Australia"
36950,Q241253,natural number
36951,Q2432,year
36952,Q8450,"Games of the XXII Olympiad, in Moscow, USSR"
36953,Q8444,"Games of the XXI Olympiad, in Montréal, Canada"
36954,Q8438,"Games of the XX Olympiad, in Munich, West Germany"
36955,Q729721,ND
36956,Q8118,"Games of the V Olympiad, celebrated in Stockholm (Sweden) in 1912"
36957,Q61,capital city of the United States of America
36958,Q2367175,"metropolitan area centered on Washington, D.C."
36959,Q1370,state of the United States of America
36960,Q1439,state of the United States of America
36961,Q1400,state of the United States of America
36962,Q1522,state of the United States of America
36963,Q1408,state of the United States of America
36964,Q1261,state of the United States of America
36965,Q1612,state of the United States of America
36966,Q797,state of the United States of America
36967,Q173,state of the United States of America
36968,Q1070333,"public research university in Fayetteville, Arkansas, USA"
36969,Q492318,"public university located in Tuscaloosa, Alabama, United States"
36970,Q1497,largest river system in North America
36971,Q1494,state of the United States of America
36972,Q1772438,1935 film by A. Edward Sutherland and Wesley Ruggles
36973,Q1428,state of the United States of America
36974,Q230,country in the Caucasus
36975,Q1612,state of the United States of America
36976,Q75077484,2020 film directed by Clark Duke
36977,Q2140332,American country music band
36978,Q173,state of the United States of America
36979,Q99281400,country of the United States of America as depicted in Star Trek
36980,Q4917,official currency of the United States
36981,Q11703,territory of the United States of America
36982,Q30,country primarily located in North America
36983,Q145,country in north-west Europe
36984,Q1319869,album by the band The United States of America
36985,Q22,"country in north-west Europe, part of the United Kingdom"
36986,Q60,most populous city in the United States
36987,Q142,country in Western Europe
36988,Q21,"country in north-west Europe, part of the United Kingdom"
36989,Q28513,1867–1918 empire in Central Europe
36990,Q35657,constituent political entity of the United States of America
36991,Q99281400,country of the United States of America as depicted in Star Trek
36992,Q4917,official currency of the United States
36993,Q11703,territory of the United States of America
36994,Q30,country primarily located in North America
36995,Q113853041,scientific article published in 1973
36996,Q166433,American experimental rock and psychedelic band
36997,Q15180,former country in Eurasia (1922–1991)
36998,Q55,country in Northwestern Europe with territories in the Caribbean
36999,Q21,"country in north-west Europe, part of the United Kingdom"
37000,Q16,country in North America
37001,Q30,country primarily located in North America
37002,Q1319869,album by the band The United States of America
37003,Q166433,American experimental rock and psychedelic band
37004,Q56056806,Wikinews article
37005,Q3224,state of Australia
37006,Q18348382,British colony which later became a state of Australia
37007,Q3960,continent in the Earth's Southern Hemisphere
37008,Q100165712,Local Act of Parliament of the United Kingdom
37009,Q110283675,Local Act of Parliament of the United Kingdom
37010,Q110283291,Local Act of Parliament of the United Kingdom
37011,Q408,country in Oceania
37012,Q11703,territory of the United States of America
37013,Q30,country primarily located in North America
37014,Q166433,American experimental rock and psychedelic band
37015,Q1319869,album by the band The United States of America
37016,Q106501494,Vanity Fair caricature of The Hon TF Bayard by Spy
37017,Q3450805,"town in Oxford County, Maine, USA"
37018,Q7654287,constituency of the European Parliament
37019,Q34,country in Northern Europe
37020,Q3505252,ingestion or application of a drug or other substance in quantities greater than recommended amount
37021,Q853167,"district in Fejér County, Hungary"
37022,Q130212,city in Hungary
37023,Q393,"capital city of the West Pomeranian Voivodeship, Poland"
37024,Q1953283,"city in Oklahoma, United States"
37025,Q1085,capital city of the Czech Republic
37026,Q60,most populous city in the United States
37027,Q31487,capital city of Lesser Poland Voivodeship in southern Poland
37028,Q33687122,ND
37029,Q1486,capital and largest city of Argentina
37030,Q19660,capital and largest city of Romania
37031,Q190486,American physical chemist
37032,Q1234697,Swedish meteorologist
37033,Q179777,American physical chemist
37034,Q7900442,European award in geochemistry
37035,Q183397,British astronomer
37036,Q16013222,British Archdeacon (1918-1994)
37037,Q50378595,"hospital in Salzburg, Austria"
37038,Q84284,"Austrian mathematician, physicist (1803–1853)"
37039,Q1000934,Danish-born American physicist
37040,Q64207076,series in the National Archives and Records Administration's holdings
37041,Q468345,American nuclear scientist
37042,Q66869476,file unit in the National Archives and Records Administration's holdings
37043,Q16663517,2001 film by Sandrine Veysset
37044,Q235470,American philosopher
37045,Q232453,biblical figure
37046,Q16279062,female given name
37047,Q6708677,Australian botanist (1945-2014)
37048,Q1139085,"former local government district of North Yorkshire, England"
37049,Q229679,series of GPUs
37050,Q2455314,1998 studio album by Jay-Z
37051,Q9055236,1972 studio album by Pappo's Blues
37052,Q7939949,album by The West Coast Pop Art Experimental Band
37053,Q99915681,ND
37054,Q695162,German rock band
37055,Q1726645,comic book mini-series
37056,Q109830748,episode of NCIS: New Orleans
37057,Q114482509,episode of Marriage Boot Camp (S19 E8)
37058,Q728,tool intended or likely to inflict damage or harm
37059,Q16363,part of the body; movable joint between arm and upper body
37060,Q37425,region around the kneecap
37061,Q25505093,prehensile extremity of human arms
37062,Q33767,extremity at the end of an arm or forelimb
37063,Q10691415,2007 film by Martin Asphaug
37064,Q3332170,character from Twin Peaks
37065,Q7738736,American nonprofit organization
37066,Q26842076,journal
37067,Q114470678,musician and writer
37068,Q32856241,family name
37069,Q51789,fictional character in the Star Wars universe
37070,Q51740,fictional character in the Star Wars universe
37071,Q51748,fictional character from the Star Wars universe
37072,Q51746,fictional character from Star Wars
37073,Q51797,fictional character from Star Wars
37074,Q24951125,character from 2016 film 'Rogue One'
37075,Q51802,fictional character from Star Wars
37076,Q12206942,main villain of the Star Wars Trilogy
37077,Q51803,fictional character from Star Wars
37078,Q51752,fictional character from Star Wars
37079,Q51755,fictional character from Star Wars
37080,Q75276929,Peerage person ID=31956
37081,Q38234826,scientific article
37082,Q1068229,fictional character in Gulliver's Travels by Jonathan Swift
37083,Q181488,1726 novel by Jonathan Swift
37084,Q844904,Warner Bros. cartoon character
37085,Q253652,British singer
37086,Q833530,2007 film by Woody Allen
37087,Q753713,name of several fictional characters appearing in comic books published by DC Comics
37088,Q2812895,former Director-General of the British Broadcasting Corporation
37089,Q4708435,British poet
37090,Q76289896,Peerage person ID=665941
37091,Q3529376,person who is skilled in precision shooting
37092,Q28452384,1963 song performed by Jet Harris
37093,Q1873288,female given name
37094,Q1269797,female given name
37095,Q4845793,novel by Dan Brown
37096,Q15911409,Hong Kong TV series or program
37097,Q904193,novel by Richelle Mead
37098,Q54960673,2019 tactical role-playing video game
37099,Q988818,female given name
37100,Q2353010,"game development studio based in Paris, France"
37101,Q156664,asteroid
37102,Q13581030,aspect of history
37103,Q5869250,"history of the ""Cleveland Browns"" American football team"
37104,Q41330182,French political party
37105,Q26358386,"building in Dilwyn, County of Herefordshire, UK"
37106,Q1898124,Period of political and social instability in the Netherlands between 1780 and 1787
37107,Q7080909,football team of Ohio State University
37108,Q193390,"National Football League franchise in Foxborough, Massachusetts"
37109,Q213837,American football team
37110,Q5132075,"American Negro League baseball team active in 1924; record: 14-29 (.326); Negro National League; Hooper Field, Cleveland, OH"
37111,Q223527,"National Football League franchise in Cleveland, Ohio"
37112,Q2904104,season of American Football League team the Boston Patriots
37113,Q219714,"National Football League franchise in Philadelphia, Pennsylvania"
37114,Q190618,professional American football team
37115,Q193390,"National Football League franchise in Foxborough, Massachusetts"
37116,Q223243,"National Football League franchise in Miami, Florida"
37117,Q337377,"NFL franchise in Inglewood, California, United States"
37118,Q272220,"National Football League franchise in Inglewood, California"
37119,Q223522,"National Football League franchise in Kansas City, Missouri"
37120,Q213837,American football team
37121,Q223511,"National Football League franchise in Cincinnati, Ohio"
37122,Q205033,American football team
37123,Q224164,"National Football League franchise in Glendale, Arizona"
37124,Q736742,suburb of London
37125,Q123577,"annual Grand Slam tennis tournament in New York, United States"
37126,Q207709,French aviator
37127,Q299685,tennis tournament
37128,Q974505,combined WTA/ATP tournament
37129,Q490714,"city in Riverside County, California, United States"
37130,Q102113,the four most important tennis tournaments
37131,Q43605,annual tennis tournament held in Paris
37132,Q60874,Tennis tournament
37133,Q54093953,tennis tournament
37134,Q46993124,Men's Singles tournament at the 2018 Australian Open (tennis)
37135,Q18392637,aspect of history
37136,Q650829,"baseball team and Major League Baseball franchise in Toronto, Ontario, Canada"
37137,Q111992254,"island group in Newfoundland and Labrador, Canada"
37138,Q504309,"Major League Baseball franchise in St. Louis, Missouri"
37139,Q213417,"baseball team and Major League Baseball franchise in the Bronx, New York, United States"
37140,Q334634,"Major League Baseball franchise in Los Angeles, California"
37141,Q335169,"baseball team and Major League Baseball franchise in Chicago, Illinois, United States"
